Al,"20/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"APA","APA GROUP UNITS","Imprese di servizi di pubblica utilità","Azionario","9.487.505,76","0,01","9.487.505,76","1.684.237,00","5,63","Australia","Asx - All Markets","AUD"
"INDT","INDUTRADE","Industriali","Azionario","9.461.624,97","0,01","9.461.624,97","386.347,00","24,49","Svezia","Nasdaq Omx Nordic","SEK"
"AM","DASSAULT AVIATION SA","Industriali","Azionario","9.372.301,89","0,01","9.372.301,89","29.631,00","316,30","Francia","Nyse Euronext - Euronext Paris","EUR"
"SBRY","SAINSBURY(J) PLC","Generi di largo consumo","Azionario","9.352.648,00","0,01","9.352.648,00","2.274.499,00","4,11","Regno unito","London Stock Exchange","GBP"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Finanziari","Azionario","9.323.240,88","0,01","9.323.240,88","340.980,00","27,34","Australia","Asx - All Markets","AUD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumi Discrezionali","Azionario","9.265.080,13","0,01","9.265.080,13","77.570,00","119,44","Canada","Toronto Stock Exchange","CAD"
"LUG","LUNDIN GOLD INC","Materiali","Azionario","9.229.308,78","0,01","9.229.308,78","164.350,00","56,16","Canada","Toronto Stock Exchange","CAD"
"SW","SODEXO SA","Consumi Discrezionali","Azionario","9.186.801,76","0,01","9.186.801,76","146.683,00","62,63","Francia","Nyse Euronext - Euronext Paris","EUR"
"WIX","WIX.COM LTD","IT","Azionario","9.140.651,48","0,01","9.140.651,48","72.019,00","126,92","Israele","NASDAQ","USD"
"J36","JARDINE MATHESON HOLDINGS LTD","Industriali","Azionario","9.135.539,45","0,01","9.135.539,45","157.103,00","58,15","Hong Kong","Singapore Exchange","USD"
"SPX","SPIRAX GROUP PLC","Industriali","Azionario","9.029.654,72","0,01","9.029.654,72","92.826,00","97,27","Regno unito","London Stock Exchange","GBP"
"EPI B","EPIROC CLASS B","Industriali","Azionario","8.977.425,22","0,01","8.977.425,22","496.092,00","18,10","Svezia","Nasdaq Omx Nordic","SEK"
"WPP","WPP PLC","Comunicazione","Azionario","8.962.773,37","0,01","8.962.773,37","1.687.997,00","5,31","Regno unito","London Stock Exchange","GBP"
"NIBE B","NIBE INDUSTRIER CLASS B","Industriali","Azionario","8.937.760,53","0,01","8.937.760,53","1.909.351,00","4,68","Svezia","Nasdaq Omx Nordic","SEK"
"EMP.A","EMPIRE LTD CLASS A","Generi di largo consumo","Azionario","8.914.175,11","0,01","8.914.175,11","214.900,00","41,48","Canada","Toronto Stock Exchange","CAD"
"VER","VERBUND AG","Imprese di servizi di pubblica utilità","Azionario","8.918.921,55","0,01","8.918.921,55","121.577,00","73,36","Austria","Wiener Boerse Ag","EUR"
"MNDI","MONDI PLC","Materiali","Azionario","8.903.257,12","0,01","8.903.257,12","614.147,00","14,50","Regno unito","London Stock Exchange","GBP"
"IMCD","IMCD NV","Industriali","Azionario","8.890.734,29","0,01","8.890.734,29","80.310,00","110,71","Paesi Bassi","Euronext Amsterdam","EUR"
"ENT","ENTAIN PLC","Consumi Discrezionali","Azionario","8.836.456,06","0,01","8.836.456,06","739.085,00","11,96","Regno unito","London Stock Exchange","GBP"
"GJF","GJENSIDIGE FORSIKRING","Finanziari","Azionario","8.809.137,50","0,01","8.809.137,50","311.160,00","28,31","Norvegia","Oslo Bors Asa","NOK"
"BEIJ B","BEIJER REF CLASS B","Industriali","Azionario","8.800.345,52","0,01","8.800.345,52","490.833,00","17,93","Svezia","Nasdaq Omx Nordic","SEK"
"KESKOB","KESKO CLASS B","Generi di largo consumo","Azionario","8.790.521,46","0,01","8.790.521,46","384.154,00","22,88","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"DCC","DCC PLC","Industriali","Azionario","8.770.129,01","0,01","8.770.129,01","134.994,00","64,97","Regno unito","London Stock Exchange","GBP"
"P911","DR ING HC F PORSCHE PRF AG","Consumi Discrezionali","Azionario","8.737.371,00","0,01","8.737.371,00","160.866,00","54,31","Germania","Xetra","EUR"
"9005","TOKYU CORP","Industriali","Azionario","8.727.675,21","0,01","8.727.675,21","667.691,00","13,07","Giappone","Tokyo Stock Exchange","JPY"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Salute","Azionario","8.691.318,39","0,01","8.691.318,39","142.079,00","61,17","Italia","Borsa Italiana","EUR"
"WFG","WEST FRASER TIMBER LTD","Materiali","Azionario","8.699.417,97","0,01","8.699.417,97","120.787,00","72,02","Canada","Toronto Stock Exchange","CAD"
"6586","MAKITA CORP","Industriali","Azionario","8.681.647,35","0,01","8.681.647,35","247.326,00","35,10","Giappone","Tokyo Stock Exchange","JPY"
"SGD","SGD CASH","Liquidità e/o derivati","Contanti","8.638.127,24","0,01","8.638.127,24","11.094.811,00","77,86","Singapore","-","SGD"
"ELI","ELIA GROUP SA","Imprese di servizi di pubblica utilità","Azionario","8.618.268,30","0,01","8.618.268,30","74.415,00","115,81","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"AVOL","AVOLTA AG","Consumi Discrezionali","Azionario","8.623.049,60","0,01","8.623.049,60","146.919,00","58,69","Svizzera","SIX Swiss Exchange","CHF"
"H78","HONGKONG LAND HOLDINGS LTD","Immobili","Azionario","8.534.148,61","0,01","8.534.148,61","1.396.751,00","6,11","Hong Kong","Singapore Exchange","USD"
"9107","KAWASAKI KISEN LTD","Industriali","Azionario","8.535.251,70","0,01","8.535.251,70","556.400,00","15,34","Giappone","Tokyo Stock Exchange","JPY"
"1878","DAITO TRUST CONSTRUCTION LTD","Immobili","Azionario","8.515.811,63","0,01","8.515.811,63","76.494,00","111,33","Giappone","Tokyo Stock Exchange","JPY"
"SIGN","SIG GROUP N AG","Materiali","Azionario","8.490.828,51","0,01","8.490.828,51","518.250,00","16,38","Svizzera","SIX Swiss Exchange","CHF"
"ACI","ALBERTSONS COMPANY INC CLASS A","Generi di largo consumo","Azionario","8.475.339,42","0,01","8.475.339,42","430.002,00","19,71","Stati Uniti","New York Stock Exchange Inc.","USD"
"DKK","DKK CASH","Liquidità e/o derivati","Contanti","8.436.194,24","0,01","8.436.194,24","53.999.236,00","15,62","Danimarca","-","DKK"
"BFB","BROWN FORMAN CORP CLASS B","Generi di largo consumo","Azionario","8.410.699,85","0,01","8.410.699,85","276.395,00","30,43","Stati Uniti","New York Stock Exchange Inc.","USD"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industriali","Azionario","8.412.441,61","0,01","8.412.441,61","3.818.000,00","2,20","Singapore","Singapore Exchange","SGD"
"ORSTED","OERSTED","Imprese di servizi di pubblica utilità","Azionario","8.378.466,54","0,01","8.378.466,54","255.745,00","32,76","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industriali","Azionario","8.324.351,71","0,01","8.324.351,71","1.831.045,00","4,55","Nuova Zelanda","New Zealand Exchange Ltd","NZD"
"STERV","STORA ENSO CLASS R","Materiali","Azionario","8.333.471,89","0,01","8.333.471,89","712.385,00","11,70","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"BIM","BIOMERIEUX SA","Salute","Azionario","8.333.993,17","0,01","8.333.993,17","55.695,00","149,64","Francia","Nyse Euronext - Euronext Paris","EUR"
"4704","TREND MICRO INC","IT","Azionario","8.276.408,16","0,01","8.276.408,16","152.079,00","54,42","Giappone","Tokyo Stock Exchange","JPY"
"EVK","EVONIK INDUSTRIES AG","Materiali","Azionario","8.135.067,41","0,01","8.135.067,41","407.901,00","19,94","Germania","Xetra","EUR"
"SRT3","SARTORIUS PREF AG","Salute","Azionario","8.144.347,54","0,01","8.144.347,54","35.268,00","230,93","Germania","Xetra","EUR"
"5201","AGC INC","Industriali","Azionario","8.123.201,93","0,01","8.123.201,93","256.412,00","31,68","Giappone","Tokyo Stock Exchange","JPY"
"LEG","LEG IMMOBILIEN N","Immobili","Azionario","8.128.904,80","0,01","8.128.904,80","95.608,00","85,02","Germania","Xetra","EUR"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Salute","Azionario","8.086.609,89","0,01","8.086.609,89","272.805,00","29,64","Svezia","Nasdaq Omx Nordic","SEK"
"QAN","QANTAS AIRWAYS LTD","Industriali","Azionario","8.063.345,74","0,01","8.063.345,74","1.090.367,00","7,40","Australia","Asx - All Markets","AUD"
"1928","SANDS CHINA LTD","Consumi Discrezionali","Azionario","8.059.174,99","0,01","8.059.174,99","3.104.670,00","2,60","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"RAND","RANDSTAD HOLDING","Industriali","Azionario","8.044.714,55","0,01","8.044.714,55","167.256,00","48,10","Paesi Bassi","Euronext Amsterdam","EUR"
"INDU A","INDUSTRIVARDEN A","Finanziari","Azionario","8.020.323,77","0,01","8.020.323,77","204.401,00","39,24","Svezia","Nasdaq Omx Nordic","SEK"
"9CI","CAPITALAND INVESTMENT LTD","Immobili","Azionario","8.006.737,62","0,01","8.006.737,62","3.794.780,00","2,11","Singapore","Singapore Exchange","SGD"
"4528","ONO PHARMACEUTICAL LTD","Salute","Azionario","7.977.012,24","0,01","7.977.012,24","691.200,00","11,54","Giappone","Tokyo Stock Exchange","JPY"
"DIM","SARTORIUS STEDIM BIOTECH SA","Salute","Azionario","7.962.408,24","0,01","7.962.408,24","38.055,00","209,23","Francia","Nyse Euronext - Euronext Paris","EUR"
"VCX","VICINITY CENTRES","Immobili","Azionario","7.943.071,00","0,01","7.943.071,00","4.732.637,00","1,68","Australia","Asx - All Markets","AUD"
"TEMN","TEMENOS AG","IT","Azionario","7.932.243,08","0,01","7.932.243,08","87.587,00","90,56","Svizzera","SIX Swiss Exchange","CHF"
"SAGA B","SAGAX CLASS B","Immobili","Azionario","7.877.404,61","0,01","7.877.404,61","355.581,00","22,15","Svezia","Nasdaq Omx Nordic","SEK"
"8331","CHIBA BANK LTD","Finanziari","Azionario","7.828.257,14","0,01","7.828.257,14","771.800,00","10,14","Giappone","Tokyo Stock Exchange","JPY"
"INDU C","INDUSTRIVARDEN SERIES","Finanziari","Azionario","7.794.036,23","0,01","7.794.036,23","198.423,00","39,28","Svezia","Nasdaq Omx Nordic","SEK"
"4091","NIPPON SANSO HOLDINGS CORP","Materiali","Azionario","7.747.733,33","0,01","7.747.733,33","204.400,00","37,90","Giappone","Tokyo Stock Exchange","JPY"
"9435","HIKARI TSUSHIN INC","Industriali","Azionario","7.710.013,61","0,01","7.710.013,61","26.800,00","287,69","Giappone","Tokyo Stock Exchange","JPY"
"DIE","DIETEREN (D) SA","Consumi Discrezionali","Azionario","7.702.609,67","0,01","7.702.609,67","35.223,00","218,68","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobili","Azionario","7.508.753,39","0,01","7.508.753,39","967.567,00","7,76","Regno unito","London Stock Exchange","GBP"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Finanziari","Azionario","7.405.616,99","0,01","7.405.616,99","796.037,00","9,30","Regno unito","London Stock Exchange","GBP"
"BOL","BOLLORE","Comunicazione","Azionario","7.307.193,56","0,01","7.307.193,56","1.235.755,00","5,91","Francia","Nyse Euronext - Euronext Paris","EUR"
"SAP","SAPUTO INC","Generi di largo consumo","Azionario","7.300.916,00","0,01","7.300.916,00","304.139,00","24,01","Canada","Toronto Stock Exchange","CAD"
"TEP","TELEPERFORMANCE","Industriali","Azionario","7.283.815,60","0,01","7.283.815,60","85.201,00","85,49","Francia","Nyse Euronext - Euronext Paris","EUR"
"BARN","BARRY CALLEBAUT AG","Generi di largo consumo","Azionario","7.276.173,42","0,01","7.276.173,42","5.932,00","1.226,60","Svizzera","SIX Swiss Exchange","CHF"
"ANA","ACCIONA SA","Imprese di servizi di pubblica utilità","Azionario","7.256.403,70","0,01","7.256.403,70","35.052,00","207,02","Spagna","Bolsa De Madrid","EUR"
"7735","SCREEN HOLDINGS LTD","IT","Azionario","7.071.775,51","0,01","7.071.775,51","92.900,00","76,12","Giappone","Tokyo Stock Exchange","JPY"
"AKE","ARKEMA SA","Materiali","Azionario","7.045.255,11","0,01","7.045.255,11","95.279,00","73,94","Francia","Nyse Euronext - Euronext Paris","EUR"
"TIT","TELECOM ITALIA","Comunicazione","Azionario","6.934.657,50","0,01","6.934.657,50","12.830.947,00","0,54","Italia","Borsa Italiana","EUR"
"9143","SG HOLDINGS LTD","Industriali","Azionario","6.920.570,75","0,01","6.920.570,75","613.400,00","11,28","Giappone","Tokyo Stock Exchange","JPY"
"3003","HULIC LTD","Immobili","Azionario","6.920.696,02","0,01","6.920.696,02","636.834,00","10,87","Giappone","Tokyo Stock Exchange","JPY"
"BMED","BANCA MEDIOLANUM","Finanziari","Azionario","6.890.130,45","0,01","6.890.130,45","339.522,00","20,29","Italia","Borsa Italiana","EUR"
"IVN","IVANHOE MINES LTD CLASS A","Materiali","Azionario","6.822.505,39","0,01","6.822.505,39","873.098,00","7,81","Canada","Toronto Stock Exchange","CAD"
"BMW3","BMW PREF AG","Consumi Discrezionali","Azionario","6.798.116,38","0,01","6.798.116,38","70.396,00","96,57","Germania","Xetra","EUR"
"7752","RICOH LTD","IT","Azionario","6.667.190,48","0,01","6.667.190,48","736.900,00","9,05","Giappone","Tokyo Stock Exchange","JPY"
"UHR","THE SWATCH GROUP AG","Consumi Discrezionali","Azionario","6.667.793,62","0,01","6.667.793,62","38.054,00","175,22","Svizzera","SIX Swiss Exchange","CHF"
"SOF","SOFINA SA","Finanziari","Azionario","6.634.310,71","0,01","6.634.310,71","21.241,00","312,34","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"IPN","IPSEN SA","Salute","Azionario","6.640.500,26","0,01","6.640.500,26","49.253,00","134,82","Francia","Nyse Euronext - Euronext Paris","EUR"
"6841","YOKOGAWA ELECTRIC CORP","IT","Azionario","6.640.971,43","0,01","6.640.971,43","233.100,00","28,49","Giappone","Tokyo Stock Exchange","JPY"
"7550","ZENSHO HOLDINGS LTD","Consumi Discrezionali","Azionario","6.560.863,95","0,01","6.560.863,95","94.600,00","69,35","Giappone","Tokyo Stock Exchange","JPY"
"CVC","CVC CAPITAL PARTNERS PLC","Finanziari","Azionario","6.485.751,21","0,01","6.485.751,21","318.315,00","20,38","Paesi Bassi","Euronext Amsterdam","EUR"
"BKW","BKW N AG","Imprese di servizi di pubblica utilità","Azionario","6.350.038,44","0,01","6.350.038,44","28.264,00","224,67","Svizzera","SIX Swiss Exchange","CHF"
"ICL","ICL GROUP LTD","Materiali","Azionario","6.344.138,25","0,01","6.344.138,25","1.016.506,00","6,24","Israele","Tel Aviv Stock Exchange","ILS"
"AMUN","AMUNDI SA","Finanziari","Azionario","6.320.345,90","0,01","6.320.345,90","82.735,00","76,39","Francia","Nyse Euronext - Euronext Paris","EUR"
"CEN","CONTACT ENERGY LTD","Imprese di servizi di pubblica utilità","Azionario","6.324.355,72","0,01","6.324.355,72","1.180.712,00","5,36","Nuova Zelanda","New Zealand Exchange Ltd","NZD"
"U96","SEMBCORP INDUSTRIES LTD","Imprese di servizi di pubblica utilità","Azionario","6.293.076,92","0,01","6.293.076,92","1.333.800,00","4,72","Singapore","Singapore Exchange","SGD"
"CPR","DAVIDE CAMPARI MILANO NV","Generi di largo consumo","Azionario","6.272.133,71","0,01","6.272.133,71","799.317,00","7,85","Italia","Borsa Italiana","EUR"
"DEMANT","DEMANT","Salute","Azionario","6.264.533,49","0,01","6.264.533,49","156.391,00","40,06","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"COV","COVIVIO SA","Immobili","Azionario","6.232.697,81","0,01","6.232.697,81","90.807,00","68,64","Francia","Nyse Euronext - Euronext Paris","EUR"
"DHER","DELIVERY HERO","Consumi Discrezionali","Azionario","6.230.423,88","0,01","6.230.423,88","223.985,00","27,82","Germania","Xetra","EUR"
"F34","WILMAR INTERNATIONAL LTD","Generi di largo consumo","Azionario","6.212.908,23","0,01","6.212.908,23","2.761.197,00","2,25","Singapore","Singapore Exchange","SGD"
"UHALB","U HAUL NON VOTING SERIES N","Industriali","Azionario","6.133.245,21","0,01","6.133.245,21","116.757,00","52,53","Stati Uniti","New York Stock Exchange Inc.","USD"
"GFC","GECINA SA","Immobili","Azionario","5.986.063,85","0,01","5.986.063,85","58.893,00","101,64","Francia","Nyse Euronext - Euronext Paris","EUR"
"4716","ORACLE JAPAN CORP","IT","Azionario","5.991.982,48","0,01","5.991.982,48","55.415,00","108,13","Giappone","Tokyo Stock Exchange","JPY"
"LUND B","LUNDBERGFORETAGEN CLASS B","Finanziari","Azionario","5.924.840,34","0,01","5.924.840,34","116.356,00","50,92","Svezia","Nasdaq Omx Nordic","SEK"
"CU","CANADIAN UTILITIES LTD CLASS A","Imprese di servizi di pubblica utilità","Azionario","5.865.936,29","0,00","5.865.936,29","211.716,00","27,71","Canada","Toronto Stock Exchange","CAD"
"CRDA","CRODA INTERNATIONAL PLC","Materiali","Azionario","5.870.965,62","0,00","5.870.965,62","170.351,00","34,46","Regno unito","London Stock Exchange","GBP"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Immobili","Azionario","5.824.398,69","0,00","5.824.398,69","1.944.590,00","3,00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BALD B","FASTIGHETS BALDER CLASS B","Immobili","Azionario","5.759.637,28","0,00","5.759.637,28","807.326,00","7,13","Svezia","Nasdaq Omx Nordic","SEK"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Imprese di servizi di pubblica utilità","Azionario","5.728.763,34","0,00","5.728.763,34","852.500,00","6,72","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"LATO B","LATOUR INVESTMENT CLASS B","Industriali","Azionario","5.647.042,72","0,00","5.647.042,72","219.108,00","25,77","Svezia","Nasdaq Omx Nordic","SEK"
"9023","TOKYO METRO LTD","Industriali","Azionario","5.585.276,19","0,00","5.585.276,19","469.700,00","11,89","Giappone","Tokyo Stock Exchange","JPY"
"7181","JAPAN POST INSURANCE LTD","Finanziari","Azionario","5.479.600,00","0,00","5.479.600,00","195.700,00","28,00","Giappone","Tokyo Stock Exchange","JPY"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Comunicazione","Azionario","5.430.137,61","0,00","5.430.137,61","442.994,00","12,26","Italia","Borsa Italiana","EUR"
"3038","KOBE BUSSAN LTD","Generi di largo consumo","Azionario","5.340.459,18","0,00","5.340.459,18","184.500,00","28,95","Giappone","Tokyo Stock Exchange","JPY"
"ROCK B","ROCKWOOL CLASS B","Industriali","Azionario","5.313.789,90","0,00","5.313.789,90","139.885,00","37,99","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"GRF","GRIFOLS SA CLASS A","Salute","Azionario","5.204.770,26","0,00","5.204.770,26","363.111,00","14,33","Spagna","Bolsa De Madrid","EUR"
"EDPR","EDP RENOVAVEIS SA","Imprese di servizi di pubblica utilità","Azionario","5.178.553,85","0,00","5.178.553,85","423.679,00","12,22","Portogallo","Nyse Euronext - Euronext Lisbon","EUR"
"NEXI","NEXI","Finanziari","Azionario","5.151.228,32","0,00","5.151.228,32","797.531,00","6,46","Italia","Borsa Italiana","EUR"
"HOLM B","HOLMEN CLASS B","Materiali","Azionario","5.152.444,70","0,00","5.152.444,70","132.866,00","38,78","Svezia","Nasdaq Omx Nordic","SEK"
"MEL","MERIDIAN ENERGY LTD","Imprese di servizi di pubblica utilità","Azionario","5.119.700,84","0,00","5.119.700,84","1.554.674,00","3,29","Nuova Zelanda","New Zealand Exchange Ltd","NZD"
"SDR","SCHRODERS PLC","Finanziari","Azionario","5.095.229,84","0,00","5.095.229,84","950.203,00","5,36","Regno unito","London Stock Exchange","GBP"
"RAA","RATIONAL AG","Industriali","Azionario","5.060.141,84","0,00","5.060.141,84","6.737,00","751,10","Germania","Xetra","EUR"
"ADP","AEROPORTS DE PARIS SA","Industriali","Azionario","5.041.579,01","0,00","5.041.579,01","35.144,00","143,46","Francia","Nyse Euronext - Euronext Paris","EUR"
"4768","OTSUKA CORP","IT","Azionario","5.049.215,43","0,00","5.049.215,43","237.972,00","21,22","Giappone","Tokyo Stock Exchange","JPY"
"6645","OMRON CORP","IT","Azionario","4.911.073,47","0,00","4.911.073,47","188.100,00","26,11","Giappone","Tokyo Stock Exchange","JPY"
"G13","GENTING SINGAPORE LTD","Consumi Discrezionali","Azionario","4.895.538,62","0,00","4.895.538,62","8.440.040,00","0,58","Singapore","Singapore Exchange","SGD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Imprese di servizi di pubblica utilità","Azionario","4.880.936,41","0,00","4.880.936,41","145.886,00","33,46","Canada","Toronto Stock Exchange","CAD"
"JDEP","JDE PEETS NV","Generi di largo consumo","Azionario","4.867.674,16","0,00","4.867.674,16","155.268,00","31,35","Paesi Bassi","Euronext Amsterdam","EUR"
