isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown
IE0006QCIHM0,A3DW2T,FSCE,122617579,Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF ACC-Euro (hedged),2022-10-24,848,2.3232876712328765,"Long-only, Active",Ireland,EUR,True,False,Accumulating,0.3,Full replication,76,True,287,1.42,0.18,1.24,1.24,0.35,4.38,,,1.26,6.7,,,,,7.45,,,0.59,,,-6.08,-4.3,,
LU0292097234,DBX1F1,XUKX,3067170,Xtrackers FTSE 100 UCITS ETF Income 1D,2007-06-05,6468,17.720547945205478,Long-only,Luxembourg,GBP,False,True,Distributing,0.09,Full replication,76,False,100,7.12,0.29,4.82,9.53,9.05,21.13,30.18,40.08,14.89,9.89,-0.93,26.69,4.41,5.08,10.23,13.33,18.76,2.06,0.69,0.37,-58.34,-6.0,-15.19,-39.55
IE000TB15RC6,A404WY,BCFI,134436702,UBS ETF (IE) MSCI World UCITS ETF (hedged to EUR) A-acc,2024-04-24,300,0.821917808219178,Long-only,Ireland,EUR,True,True,Accumulating,0.13,Full replication,75,False,1395,5.31,1.16,2.83,5.83,10.1,,,,,,,,,,,,,,,,-8.66,,,
IE000XGNMWE1,A3DM2C,HGGA,115983048,HSBC Bloomberg Global Sustainable Aggregate 1-3 Year Bond UCITS ETF,2022-01-13,1132,3.1013698630136988,Long-only,Ireland,USD,False,True,Accumulating,0.18,Sampling,75,True,393,0.3,-1.09,-0.5,1.73,4.4,5.5,5.5,,5.86,0.32,,,,,5.26,7.09,,1.04,0.25,,-8.85,-1.76,-8.85,
IE00BKPTXQ89,A2P4PH,JMLP,56293164,HANetf Alerian Midstream Energy Dividend UCITS ETF Dist,2020-07-27,1667,4.567123287671233,Long-only,Ireland,USD,False,True,Distributing,0.49,Full replication,75,False,,2.23,-2.43,-6.42,0.55,20.06,37.36,83.25,,42.09,9.49,28.13,46.45,3.22,4.26,17.27,19.46,,2.16,1.15,,-18.22,-11.67,-18.22,
LU0514694701,DBX0GY,XCS4,11421680,Xtrackers MSCI Thailand UCITS ETF 1C,2010-06-24,5353,14.665753424657535,Long-only,Luxembourg,USD,False,True,Accumulating,0.5,Full replication,75,False,27,-8.25,-2.18,-5.91,-8.9,5.25,4.11,-12.94,-15.35,7.42,-13.96,10.73,6.66,,,15.8,15.04,20.3,0.26,-0.3,-0.16,-42.64,-14.18,-27.01,-35.22
LU1459801434,A2APAT,UBTS,33394333,UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (USD) A-dis,2016-09-30,3063,8.391780821917807,Long-only,Luxembourg,USD,False,False,Distributing,0.1,Full replication,74,False,34,0.42,-1.68,-1.0,2.33,6.29,8.12,11.49,17.53,9.53,0.63,-1.66,14.24,3.57,3.72,6.94,9.57,8.8,1.17,0.39,0.37,-16.73,-2.72,-14.43,-14.43
IE000JTPK610,A3D8NX,CBUY,125531270,iShares MSCI ACWI SRI UCITS ETF USD (Acc),2023-03-22,699,1.915068493150685,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,74,True,612,2.23,-0.31,-0.62,2.72,11.09,16.55,,,18.75,,,,,,12.75,,,1.29,,,-9.11,-9.11,,
LU2385068593,DBX0RT,XZEG,114897359,Xtrackers II ESG Global Government Bond UCITS ETF 4D EUR Hedged,2021-12-07,1169,3.202739726027397,Long-only,Luxembourg,EUR,True,False,Distributing,0.25,Optimized sampling,74,True,1038,0.35,-0.34,0.87,0.35,-0.95,1.86,-11.52,,-1.04,3.99,-17.31,,2.54,2.52,4.6,6.31,,0.4,-0.63,,-21.33,-4.15,-18.75,
LU2196472984,A2P7NV,XS5E,113687161,Xtrackers S&P 500 Swap UCITS ETF 5C EUR Hedged,2021-09-22,1245,3.410958904109589,Long-only,Luxembourg,EUR,True,False,Accumulating,0.2,Swap based Unfunded,74,False,,4.34,1.0,2.01,4.7,9.87,21.41,34.26,,22.21,22.81,-21.43,,,,14.05,19.24,,1.52,0.54,,-26.68,-8.15,-24.03,
LU1048316647,A110Q5,UEF9,24022463,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (USD) A-dis,2014-05-30,3917,10.73150684931507,Long-only,Luxembourg,USD,False,False,Distributing,0.13,Sampling,74,False,614,0.45,-1.13,-0.46,2.03,4.89,7.96,7.31,-0.1,8.17,4.78,-12.62,6.29,4.8,4.94,7.6,10.85,10.59,1.05,0.22,0.0,-15.57,-2.62,-11.73,-15.57
LU2611731741,ETF193,C003,130140717,Amundi DIVDAX UCITS ETF Dist,2023-12-07,439,1.2027397260273973,Long-only,Luxembourg,EUR,False,True,Distributing,0.25,Full replication,74,False,15,10.19,3.11,7.44,11.61,11.02,14.7,16.51,38.07,4.42,17.1,-10.99,13.81,3.36,3.72,14.01,17.28,22.06,1.05,0.3,0.3,-41.7,-10.78,-24.28,-41.06
LU2059756325,A2PTYW,10A9,50723787,Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (D),2019-10-23,1945,5.328767123287672,Long-only,Luxembourg,EUR,False,False,Distributing,0.25,Full replication,74,True,100,8.86,1.65,4.59,10.98,9.41,13.63,25.19,39.15,6.49,17.06,-10.98,21.32,2.52,2.78,12.07,15.71,19.09,1.13,0.49,0.36,-38.06,-9.29,-19.55,-38.06
IE00BVXC4854,A14SCB,WTDX,28101727,WisdomTree Japan Equity UCITS ETF USD Hedged,2015-05-18,3564,9.764383561643836,Long-only,Ireland,USD,True,False,Distributing,0.48,Optimized sampling,73,True,495,-1.33,-0.09,1.69,4.53,11.94,16.31,106.98,151.0,38.88,35.53,13.08,27.98,1.8,2.06,33.83,23.85,22.71,0.48,1.15,0.89,-34.63,-27.7,-27.7,-30.47
LU1435356495,LYX0V0,LYXE,32931694,Amundi USD High Yield Corporate Bond ESG UCITS ETF EUR HEDGED Dist,2016-10-20,3043,8.336986301369864,Long-only,Luxembourg,EUR,True,False,Distributing,0.3,Sampling,73,True,843,1.53,-0.05,0.49,1.71,3.07,8.09,4.48,5.06,5.62,8.57,-14.91,3.52,3.36,3.51,5.97,10.96,10.74,1.35,0.13,0.09,-22.69,-2.29,-13.96,-22.69
DE000A2QP372,A2QP37,EXI4,115209512,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Acc),2021-12-03,1173,3.213698630136986,Long-only,Germany,EUR,False,False,Accumulating,0.52,Full replication,73,False,28,19.08,2.5,12.79,20.43,30.76,54.86,84.92,,30.42,30.11,0.38,,,,18.14,24.66,,3.01,0.92,,-34.1,-12.5,-31.97,
LU1130156323,A12D6K,UC87,25874916,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc,2015-02-27,3644,9.983561643835616,Long-only,Luxembourg,GBP,True,True,Accumulating,0.36,Full replication,73,False,83,3.2,0.48,5.53,2.8,18.54,29.71,30.53,61.1,28.33,14.05,-12.44,33.27,,,11.1,14.1,20.47,2.67,0.66,0.49,-44.28,-6.98,-22.52,-44.28
LU2133056387,LYX03F,JNHD,56588182,Amundi MSCI Japan UCITS ETF EUR Hedged Dist,2020-09-17,1615,4.424657534246576,Long-only,Luxembourg,EUR,True,True,Distributing,0.2,Full replication,72,False,191,0.14,1.73,3.03,3.26,5.22,9.97,59.02,,24.04,30.92,-6.39,12.05,1.84,1.99,25.27,20.83,,0.39,0.8,,-25.95,-25.95,-25.95,
IE000WGK3YY5,A3CYEH,JRED,113206354,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (dist),2021-09-15,1252,3.43013698630137,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.25,Full replication,72,True,150,10.63,2.07,6.97,11.56,8.65,15.42,32.83,,7.59,17.17,-9.41,,2.47,2.78,10.56,13.45,,1.46,0.74,,-18.97,-7.28,-13.96,
LU1834988781,LYX02U,LTVL,45471937,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,2024-06-20,243,0.6657534246575343,Long-only,Luxembourg,EUR,False,False,Accumulating,0.3,Swap based Unfunded,72,False,,10.4,2.57,6.8,15.74,12.64,-2.63,10.99,-2.2,-3.99,22.7,-14.36,3.71,,,15.44,22.99,29.9,-0.17,0.15,-0.01,-64.1,-19.6,-27.65,-55.41
IE00BKWQ0N82,A1191X,SPYT,24770428,SPDR MSCI Europe Communication Services UCITS ETF,2014-12-05,3728,10.213698630136987,Long-only,Ireland,EUR,False,True,Accumulating,0.18,Full replication,72,False,23,14.5,0.14,10.92,14.15,19.56,29.62,30.12,30.75,15.1,15.31,-12.03,14.79,,,10.63,12.45,16.45,2.78,0.74,0.33,-49.98,-5.21,-20.4,-35.67
LU1931974262,A2PBLF,PR1E,45676817,Amundi Prime Europe UCITS ETF DR (D),2019-01-30,2211,6.057534246575343,Long-only,Luxembourg,EUR,False,False,Distributing,0.05,Full replication,72,False,419,9.39,1.54,5.88,11.0,8.84,16.01,30.95,47.13,9.12,16.24,-9.54,25.76,2.61,2.95,11.07,13.59,17.33,1.44,0.69,0.46,-35.43,-7.24,-15.1,-35.43
IE0000MMQ5M5,DBX0RX,XZME,117887033,Xtrackers MSCI USA ESG UCITS ETF 2C EUR Hedged,2022-04-08,1047,2.8684931506849316,Long-only,Ireland,EUR,True,False,Accumulating,0.2,Full replication,72,True,268,2.1,0.54,-0.32,1.43,7.19,17.86,,,22.3,26.71,,,,,15.99,,,1.11,,,-22.19,-9.58,,
IE00BD34DK07,A2AMYQ,UEQD,33079345,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,2016-11-02,3030,8.301369863013699,Long-only,Ireland,EUR,True,True,Accumulating,0.12,Full replication,71,False,503,4.45,1.08,2.11,4.79,10.02,21.66,34.36,72.03,22.26,22.14,-21.17,27.48,,,13.93,19.19,22.15,1.55,0.54,0.52,-34.65,-8.13,-24.06,-34.65
LU1681038912,A2H586,JP40,38785048,Amundi JPX Nikkei 400 UCITS ETF EUR (C),2014-11-13,3750,10.273972602739725,Long-only,Luxembourg,EUR,False,False,Accumulating,0.18,Swap based Unfunded,71,False,,1.15,-0.84,3.82,3.63,4.47,8.63,24.79,35.18,14.84,15.7,-10.01,7.88,,,23.25,19.3,18.96,0.37,0.4,0.33,-26.76,-17.26,-17.26,-25.7
IE00B23LNQ02,A0M2EN,PSWD,3595652,Invesco FTSE RAFI All World 3000 UCITS ETF,2007-12-03,6287,17.224657534246575,Long-only,Ireland,USD,False,False,Distributing,0.39,Optimized sampling,71,False,1199,6.15,0.74,3.08,6.36,13.34,20.7,36.66,67.6,18.16,12.26,-3.02,31.14,2.13,2.51,10.76,12.65,17.13,1.92,0.87,0.63,-66.44,-7.84,-11.24,-36.53
LU0292109344,DBX1MR,XMBR,3067317,Xtrackers MSCI Brazil UCITS ETF 1C,2007-06-22,6451,17.673972602739727,Long-only,Luxembourg,USD,False,True,Accumulating,0.25,Full replication,71,False,49,16.24,1.67,9.82,2.75,-3.44,-10.95,12.73,-10.07,-25.63,27.14,20.24,-11.12,,,20.62,26.23,34.88,-0.53,0.16,-0.06,-69.43,-25.41,-28.51,-52.53
IE00BMH5VP31,A2QNSA,3I40,59802473,iShares Edge MSCI World Minimum Volatility ESG UCITS ETF EUR Hedged (Acc),2021-02-24,1455,3.9863013698630136,Long-only,Ireland,EUR,True,False,Accumulating,0.35,Optimized sampling,71,True,227,4.35,1.36,3.71,1.67,6.85,14.51,22.45,,12.22,8.73,-11.28,,,,9.82,12.82,,1.47,0.54,,-18.15,-5.93,-16.18,
LU0832435464,LYX0PM,VOOL,19569702,Amundi S&P 500 VIX Futures Enhanced Roll UCITS ETF Acc,2012-09-25,4529,12.408219178082192,Long-only,Luxembourg,EUR,False,False,Accumulating,0.6,Swap based Unfunded,71,False,,-1.05,-1.05,-2.08,-1.05,2.17,-26.56,-66.67,-69.38,-27.48,-52.36,-7.72,-37.92,,,43.74,40.22,51.01,-0.61,-0.76,-0.41,-98.69,-38.78,-76.19,-92.85
IE000P0R7WK6,A3EUB3,GSOV,129780626,Franklin Sustainable Euro Green Sovereign UCITS ETF (Acc),2023-10-31,476,1.3041095890410959,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.18,Full replication,71,True,,-0.47,-0.94,0.74,-0.37,-0.22,2.71,,,0.74,,,,,,5.89,,,0.46,,,-4.56,-4.56,,
LU0259322260,A0MMBG,M9SD,2617084,Market Access NYSE Arca Gold Bugs UCITS ETF,2007-01-11,6613,18.117808219178084,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Swap based Unfunded,71,False,,17.24,-4.21,8.38,15.4,10.06,62.26,26.42,52.47,21.2,2.91,-4.86,-6.83,,,33.23,32.49,36.88,1.87,0.25,0.24,-79.53,-19.56,-40.66,-40.66
IE00BZ0G8860,A14071,SYBN,30633216,SPDR Bloomberg 10+ Year US Corporate Bond UCITS ETF,2015-12-02,3366,9.221917808219178,Long-only,Ireland,USD,False,True,Distributing,0.12,Sampling,71,False,1462,-1.56,-0.78,-2.17,-0.98,0.08,4.36,-3.25,-10.13,4.39,7.12,-21.21,7.14,2.6,2.65,10.44,14.94,14.39,0.42,-0.07,-0.15,-28.02,-6.25,-21.86,-28.02
DE000ETFL193,ETFL19,EL4T,,Deka Deutsche Boerse EUROGOV Germany 3-5 UCITS ETF,2009-03-16,5818,15.93972602739726,Long-only,Germany,EUR,False,False,Distributing,0.15,Full replication,71,False,13,-0.03,-0.39,0.39,0.25,1.19,3.26,-3.23,-6.27,1.71,4.14,-9.93,-1.28,1.36,1.38,2.5,4.01,3.24,1.3,-0.27,-0.4,-13.9,-1.6,-11.05,-13.7
IE00BLCHJB90,A2QPBW,XB0T,113640347,Global X Robotics & Artificial Intelligence UCITS ETF USD Accumulating,2021-11-16,1190,3.26027397260274,Long-only,Ireland,USD,False,True,Accumulating,0.5,Full replication,71,False,42,5.4,-1.75,1.74,6.72,16.74,17.12,25.37,,19.93,33.78,-38.85,,,,19.71,22.0,,0.87,0.36,,-45.67,-16.84,-31.36,
LU2082997516,LYX04J,EHLT,53838988,Amundi STOXX Europe 600 Healthcare UCITS ETF Dist,2020-07-02,1692,4.635616438356164,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Swap based Unfunded,71,False,,7.36,-0.12,6.55,6.07,-6.19,7.21,23.09,,4.25,8.16,-6.27,25.39,1.65,1.74,13.67,13.95,,0.53,0.51,,-19.04,-15.91,-19.04,
LU1280300853,A14YT3,EUSR,29373452,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to GBP) A-dis,2020-04-30,1755,4.808219178082192,Long-only,Luxembourg,GBP,True,False,Distributing,0.23,Full replication,70,True,73,10.17,2.92,8.44,14.35,18.1,25.53,33.04,,20.06,17.18,-19.94,30.46,2.3,2.81,13.0,17.19,,1.96,0.58,,-30.89,-8.95,-24.37,
LU1686830909,LYX0Y5,LYQS,42746020,Amundi Global Emerging Bond Markit iBoxx UCITS ETF Dist,2010-12-06,5188,14.213698630136987,Long-only,Luxembourg,USD,False,True,Distributing,0.3,Sampling,70,False,,0.58,-1.83,-0.39,1.31,3.16,8.11,6.8,-3.98,6.89,5.32,-10.83,5.79,3.52,3.68,7.45,9.3,10.41,1.08,0.24,-0.08,-22.41,-2.9,-11.9,-22.41
IE00BCHWNS19,A1W3F8,XUEN,38111358,Xtrackers MSCI USA Energy UCITS ETF 1D,2017-09-12,2716,7.441095890410959,Long-only,Ireland,USD,False,True,Distributing,0.12,Full replication,70,False,26,4.09,-1.85,-5.72,-2.93,6.57,12.57,57.69,102.9,13.1,-5.36,73.95,63.64,2.5,2.73,19.74,26.48,36.17,0.63,0.62,0.42,-65.9,-14.85,-23.6,-56.74
IE00BG0TQD32,A2PK97,GLTA,48131729,Invesco UK Gilts UCITS ETF Acc,2019-06-10,2080,5.698630136986301,Long-only,Ireland,GBP,False,True,Accumulating,0.06,Sampling,70,False,61,0.51,-0.58,2.65,0.56,-0.74,4.1,-20.32,-24.62,0.59,5.65,-29.03,1.31,,,7.82,13.09,12.63,0.52,-0.56,-0.43,-37.89,-7.68,-34.64,-37.89
IE00028H9QJ8,DBX0KF,XGUE,112110803,Xtrackers USD Corporate Green Bond UCITS ETF 1C EUR Hedged,2021-06-24,1335,3.6575342465753424,Long-only,Ireland,EUR,True,False,Accumulating,0.25,Optimized sampling,69,True,262,1.15,0.29,0.89,1.1,0.0,3.7,-5.66,,1.03,4.29,-15.65,,,,6.7,9.78,,0.55,-0.2,,-21.09,-3.99,-15.94,
IE000979OT00,A2PEPM,EUAI,,AI-Enhanced Eurozone Equities UCITS ETF (Dist),2024-06-25,238,0.6520547945205479,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.65,Full replication,69,True,,11.66,2.73,6.27,13.78,13.17,,,,,,,,,,,,,,,,-7.58,,,
DE000A0H08S0,A0H08S,EXV9,12981002,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),2002-07-08,8261,22.632876712328766,Long-only,Germany,EUR,False,False,Distributing,0.46,Full replication,69,False,14,3.57,-0.35,5.36,4.17,21.43,8.02,22.15,6.56,13.53,21.96,-13.54,0.1,1.57,1.66,15.59,23.03,29.97,0.51,0.3,0.04,-63.91,-19.53,-27.79,-55.38
IE000P16KP52,A3EE6L,CBEU,126714213,First Trust Nasdaq Cybersecurity UCITS ETF EUR Hedged Acc,2023-07-18,581,1.5917808219178082,Long-only,Ireland,EUR,True,False,Accumulating,0.6,Full replication,69,False,30,13.67,3.83,12.9,15.23,27.26,21.75,,,16.03,,,,,,20.42,,,1.06,,,-12.81,-11.75,,
IE00BMVB5K07,A2P7TN,V20A,56192417,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,2020-12-08,1533,4.2,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.25,Full replication,69,False,14545,1.43,0.0,1.23,1.68,2.52,6.99,0.73,,5.08,7.29,-15.68,2.47,,,4.03,5.59,,1.73,0.04,,-17.66,-2.89,-14.18,
LU0838780707,DBX0NF,XDUK,20029220,Xtrackers FTSE 100 UCITS ETF 1C,2012-11-28,4465,12.232876712328768,Long-only,Luxembourg,GBP,False,True,Accumulating,0.09,Full replication,69,False,100,7.38,0.5,5.07,9.79,9.27,21.52,30.56,40.56,14.72,9.98,-0.91,26.5,,,10.23,13.27,18.71,2.1,0.7,0.38,-39.76,-5.97,-15.37,-39.55
IE000D8XC064,A40C71,WOEE,,iShares World Equity Enhanced Active UCITS ETF USD (Acc),2024-07-31,202,0.5534246575342465,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.3,Full replication,68,True,397,4.72,-0.19,1.72,6.61,14.9,,,,,,,,,,,,,,,,-7.89,,,
LU0832436512,LYX0PP,LGQI,19569782,Amundi Global Equity Quality Income UCITS ETF Dist,2012-09-25,4529,12.408219178082192,Long-only,Luxembourg,EUR,False,False,Distributing,0.45,Swap based Unfunded,68,False,,4.32,0.39,2.11,3.78,9.52,19.77,29.31,32.47,16.1,5.6,1.87,19.64,3.97,4.57,8.03,9.02,13.4,2.45,0.99,0.43,-33.79,-4.9,-13.37,-33.79
LU1215461598,A14YV7,BSUS,29317247,UBS ETF (LU) Bloomberg MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to GBP) A-dis,2015-09-30,3429,9.394520547945206,Long-only,Luxembourg,GBP,True,False,Distributing,0.16,Sampling,68,True,454,0.83,0.28,2.64,1.59,2.06,7.21,-4.39,-7.83,5.61,9.71,-23.5,4.65,5.35,5.45,9.05,13.63,13.32,0.79,-0.11,-0.12,-27.31,-5.98,-23.52,-27.31
IE000L4EH2K5,A3D3BE,WH2E,123777221,Invesco S&P World Health Care ESG UCITS ETF Acc,2023-04-12,678,1.8575342465753424,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,68,True,82,4.39,-2.06,3.07,4.01,-3.22,4.39,,,8.1,,,,,,12.21,,,0.36,,,-10.1,-10.1,,
JE00BQRFDY49,A4AE1X,WSLV,,WisdomTree Core Physical Silver,2024-08-13,189,0.5178082191780822,Long-only,Jersey,USD,False,False,Accumulating,0.19,Physically backed,68,False,,10.68,-1.5,3.53,6.25,,,,,,,,,,,,,,,,,-13.55,,,
LU1215415214,LYX0TM,LGQJ,27932752,Amundi Euro High Yield Bond ESG UCITS ETF Dist,2023-09-22,515,1.4109589041095891,Long-only,Luxembourg,EUR,False,False,Distributing,0.35,Sampling,68,True,269,0.83,0.11,1.14,-1.7,0.24,3.72,6.13,4.93,2.43,9.25,-9.21,1.94,0.0,0.0,3.58,4.24,5.6,1.04,0.47,0.17,-20.02,-4.11,-11.28,-20.02
IE00BL58LL31,A2P5C9,XZBE,58159567,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C - EUR Hedged,2020-11-24,1547,4.238356164383561,Long-only,Ireland,EUR,True,False,Accumulating,0.21,Sampling,68,True,1956,1.85,0.65,1.63,1.19,-1.37,3.12,-9.27,,-1.67,6.31,-21.18,-2.33,,,9.0,12.87,,0.35,-0.25,,-27.92,-7.18,-21.25,
LU0486851024,DBX0FK,D5BL,11138169,Xtrackers MSCI Europe Value UCITS ETF 1C,2010-03-26,5443,14.912328767123288,Long-only,Luxembourg,EUR,False,True,Accumulating,0.15,Full replication,68,False,149,11.28,1.99,7.72,12.31,14.26,23.09,29.18,52.65,10.54,14.56,-4.66,27.51,,,11.08,14.38,19.7,2.08,0.62,0.45,-40.03,-8.56,-18.11,-40.03
GB00BNGJ9G01,A3GX35,DSOL,116978125,WisdomTree Physical Solana,2022-03-18,1068,2.926027397260274,Long-only,Jersey,USD,False,False,Accumulating,0.5,Physically backed,67,False,,-9.34,-13.2,-19.0,-12.03,38.24,76.14,,,102.58,1018.92,,,,,83.94,,,0.9,,,-92.45,-37.68,,
LU1681045297,A2H58Q,10AR,38785086,Amundi MSCI Emerging Markets Latin America UCITS ETF USD,2011-05-11,5032,13.786301369863013,Long-only,Luxembourg,USD,False,False,Accumulating,0.2,Swap based Unfunded,67,False,,11.38,-0.88,6.38,2.66,-3.55,-11.57,15.23,0.41,-21.83,27.63,15.47,-1.04,,,18.37,21.4,28.01,-0.63,0.23,0.0,-52.9,-22.05,-22.7,-50.0
LU1600334798,A2DQDG,UIMF,36465638,UBS ETF (LU) MSCI Europe UCITS ETF (hedged to EUR) A-acc,2017-06-21,2799,7.668493150684932,Long-only,Luxembourg,EUR,True,True,Accumulating,0.13,Full replication,67,False,414,9.94,1.92,5.84,10.87,8.33,15.46,29.02,44.81,8.09,14.46,-8.68,22.52,,,10.2,13.24,16.7,1.51,0.67,0.46,-33.08,-7.2,-14.92,-33.08
IE00BG0J4B71,A2JMZE,EH1Y,41861999,iShares Broad EUR High Yield Corporate Bond UCITS ETF EUR (Dist),2022-04-05,1050,2.8767123287671232,Long-only,Ireland,EUR,False,False,Distributing,0.2,Optimized sampling,67,False,703,1.56,0.61,1.65,2.37,5.34,9.42,,,8.7,12.17,,,5.86,6.05,2.61,,,3.6,,,-10.99,-1.03,,
DE000ETF9033,ETF903,E903,30297094,Amundi DivDAX II UCITS ETF Dist,2015-10-30,3399,9.312328767123288,Long-only,Germany,EUR,False,False,Distributing,0.25,Full replication,67,False,15,10.23,3.14,7.46,11.62,11.04,14.7,16.53,37.79,4.4,17.11,-10.92,13.56,3.81,4.19,28.83,32.07,30.19,0.51,0.16,0.22,-41.58,-13.36,-24.27,-40.94
IE00BLRPRR04,A3CN9S,WRLD,112579933,Rize Environmental Impact 100 UCITS ETF,2021-07-14,1315,3.6027397260273974,Long-only,Ireland,USD,False,False,Accumulating,0.55,Full replication,67,True,100,4.35,-0.22,1.33,1.33,5.8,8.83,14.29,,2.34,11.49,-16.56,,,,13.05,16.68,,0.67,0.27,,-23.17,-8.77,-18.18,
IE000ZO4CUT7,A3CT5L,EMMH,112632942,L&G ESG Emerging Markets Corporate Bond (USD) UCITS ETF EUR Hedged Acc,2021-08-24,1274,3.4904109589041097,Long-only,Ireland,EUR,True,False,Accumulating,0.38,Optimized sampling,67,True,245,1.86,0.97,1.52,0.86,1.41,5.3,-1.79,,3.74,4.62,-14.31,,,,5.72,8.15,,0.93,-0.07,,-21.65,-2.57,-16.95,
IE00BDFC6G93,A2JBL7,JPBM,39561824,JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF - USD (Dist),2018-02-15,2560,7.013698630136986,Long-only,Ireland,USD,False,False,Distributing,0.39,Sampling,67,True,379,1.49,-0.67,0.4,2.9,6.05,9.56,9.69,-0.08,8.54,5.83,-10.44,5.42,5.88,6.07,6.68,8.85,9.88,1.43,0.35,0.0,-22.84,-2.17,-8.76,-22.84
IE000Q9W2IR3,A40L9U,AIAA,137587626,iShares AI Adopters & Applications UCITS ETF USD (Acc),2024-12-05,75,0.2054794520547945,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,66,True,84,8.49,-0.58,4.29,,,,,,,,,,,,,,,,,,-3.31,,,
IE00BZ0PKS76,A14YN9,IBCY,29338410,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc),2015-09-04,3455,9.465753424657533,Long-only,Ireland,USD,False,True,Accumulating,0.2,Optimized sampling,66,True,211,4.23,-0.84,0.69,5.41,16.31,27.07,47.62,72.62,29.74,13.0,-10.86,34.74,,,14.43,17.69,21.96,1.87,0.78,0.52,-35.67,-8.95,-16.12,-35.67
IE00BJ5JP659,A2PHCL,WINS,47473819,iShares MSCI World Industrials Sector ESG UCITS ETF USD (Dist),2022-04-07,1048,2.871232876712329,Long-only,Ireland,USD,False,False,Distributing,0.18,Full replication,66,True,233,3.97,0.8,2.28,1.51,13.74,20.05,,,20.22,19.54,,,1.43,1.68,13.0,,,1.54,,,-13.45,-8.43,,
IE000SE6KPV2,A3DE70,IPAB,117855501,iShares EUR Corporate Bond ESG Paris-Aligned Climate UCITS ETF EUR (Acc),2022-06-09,985,2.6986301369863015,Long-only,Ireland,EUR,False,False,Accumulating,0.15,Sampling,66,True,1912,0.74,-0.18,0.93,1.11,3.02,6.24,,,4.64,7.71,,,,,3.16,,,1.97,,,-9.13,-1.83,,
IE00BJ5JP436,A2PHCJ,WCMS,47473820,iShares MSCI World Communication Services Sector ESG UCITS ETF USD (Dist),2022-04-07,1048,2.871232876712329,Long-only,Ireland,USD,False,False,Distributing,0.18,Full replication,66,True,70,7.18,0.48,6.81,11.5,29.36,32.26,,,38.79,29.83,,,0.74,0.99,15.67,,,2.05,,,-26.31,-11.63,,
LU1452600197,LYX0ZQ,9V60,33302436,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Acc,2019-09-23,1975,5.410958904109589,Long-only,Luxembourg,USD,False,False,Accumulating,0.09,Full replication,66,False,48,0.81,-1.54,-0.52,2.27,5.54,7.8,5.96,12.08,8.14,0.15,-7.32,14.77,,,7.54,10.83,10.11,1.03,0.18,0.23,-15.4,-2.6,-15.4,-15.4
LU1681046857,A2H58F,X1GD,38785049,Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (D),2015-11-03,3395,9.301369863013699,Long-only,Luxembourg,EUR,False,True,Distributing,0.14,Sampling,65,False,210,0.39,-0.27,1.11,0.68,1.89,4.9,-5.59,-9.87,3.07,7.84,-18.58,-3.64,2.31,2.37,4.92,7.38,6.6,0.99,-0.26,-0.31,-22.35,-3.65,-17.74,-22.35
